Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
QLTY,"Quality Distribution, Inc. - Common Stock",G,N,N,100
QLYS,"Qualys, Inc. - Common Stock",Q,N,N,100
QNST,"QuinStreet, Inc. - Common Stock",Q,N,N,100
QPAC,Quinpario Acquisiton corp. - Common Stock,S,N,N,100
QPACU,Quinpario Acquisiton corp. - Unit,S,N,N,100
QPACW,Quinpario Acquisiton corp. - Warrant,S,N,N,100
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,G,N,N,100
QQQ,"PowerShares QQQ Trust, Series 1",G,N,N,100
QQQC,Global X NASDAQ China Technology ETF,G,N,N,100
QQQX,NASDAQ Premium Income and Growth Fund Inc. - Common Stock,Q,N,N,100
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,G,N,N,100
QSII,"Quality Systems, Inc. - Common Stock",Q,N,N,100
QTEC,First Trust NASDAQ-100- Technology Index Fund,G,N,N,100
QTETU,Quartet Merger Corp. - Unit,S,N,N,100
QTWW,"Quantum Fuel Systems Technologies Worldwide, Inc. - Common Stock",S,N,N,100
QUIK,QuickLogic Corporation - Common Stock,G,N,N,100
QUMU,Qumu Corporation - Common Stock,Q,N,N,100
QUNR,Qunar Cayman Islands Limited - American Depositary Shares,G,N,N,100
RADA,Rada Electronics Industries Limited - Ordinary Shares,S,N,N,100
RAIL,"Freightcar America, Inc. - Common Stock",Q,N,N,100
RAND,Rand Capital Corporation - Common Stock ($0.10 Par Value),S,N,N,100
RAVN,"Raven Industries, Inc. - Common Stock",Q,N,N,100
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",Q,N,N,100
RBCN,"Rubicon Technology, Inc. - Common Stock",Q,N,N,100
RBPAA,"Royal Bancshares of Pennsylvania, Inc. - Class A Common Stock",G,N,N,100
RCII,Rent-A-Center Inc. - Common Stock,Q,N,N,100
RCKB,"Rockville Financial, Inc. - Common Stock",Q,N,N,100
RCKY,"Rocky Brands, Inc. - Common Stock",Q,N,N,100
RCMT,"RCM Technologies, Inc. - Common Stock",G,N,N,100
RCON,"Recon Technology, Ltd. - Ordinary Shares",S,N,N,100
RCPT,"Receptos, Inc. - Common Stock",G,N,N,100
RDA,"RDA Microelectronics, Inc. - American Depository Shares",Q,N,N,100
RDCM,Radcom Ltd. - Ordinary Shares,S,N,N,100
RDEN,"Elizabeth Arden, Inc. - Common Stock",Q,N,N,100
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,S,N,N,100
RDI,Reading International Inc - Class A Non-voting Common Stock,S,N,N,100
RDIB,Reading International Inc - Class B Voting Common Stock,S,N,N,100
RDNT,"RadNet, Inc. - Common Stock",G,N,N,100
RDWR,Radware Ltd. - Ordinary Shares,Q,N,N,100
RECN,"Resources Connection, Inc. - Common Stock",Q,N,N,100
RECV,"Recovery Energy, Inc. - Common Stock",G,N,D,100
REDF,"Rediff.com India Limited - American Depositary Shares, each represented by one-half of one equity share",G,N,N,100
REFR,Research Frontiers Incorporated - Common Stock,S,N,N,100
REGI,"Renewable Energy Group, Inc. - Common Stock",Q,N,N,100
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
REIS,"Reis, Inc - Common Stock",G,N,N,100
RELL,"Richardson Electronics, Ltd. - Common Stock",Q,N,N,100
RELV,"Reliv' International, Inc. - Common Stock",Q,N,N,100
REMY,"Remy International, Inc. - Common Stock",S,N,N,100
RENT,Rentrak Corporation - Common Stock,Q,N,N,100
REXI,"Resource America, Inc. - Class A Common Stock",Q,N,N,100
REXX,Rex Energy Corporation - Common Stock,Q,N,N,100
RFIL,"RF Industries, Ltd. - Common Stock",G,N,N,100
RFMD,"RF Micro Devices, Inc. - Common Stock",Q,N,N,100
RGCO,RGC Resources Inc. - Common Stock,G,N,N,100
RGDO,"Regado BioSciences, Inc. - Common Stock",S,N,N,100
RGDX,"Response Genetics, Inc. - Common Stock",S,N,N,100
RGEN,Repligen Corporation - Common Stock,Q,N,N,100
RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100
RGLS,Regulus Therapeutics Inc. - Common Stock,G,N,N,100
RICK,"Rick's Cabaret International, Inc. - Common Stock",G,N,N,100
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
RITT,RIT Technologies Ltd. - ordinary shares,S,N,N,100
RIVR,River Valley Bancorp. - Common Stock,S,N,N,100
RJET,"Republic Airways Holdings, Inc. - Common Stock",Q,N,N,100
RLJE,"RLJ Entertainment, Inc. - Common Stock",S,N,N,100
RLOC,"ReachLocal, Inc. - Common Stock",Q,N,D,100
RLOG,"Rand Logistics, Inc. - Common Stock",S,N,N,100
RMBS,"Rambus, Inc. - Common Stock",Q,N,N,100
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100
RMGN,RMG Networks Holding Corporation - Common Stock,G,N,N,100
RMTI,"Rockwell Medical, Inc. - Common Stock",G,N,N,100
RNA,Prosensa Holding N.V. - Ordinary Shares,Q,N,N,100
RNET,"RigNet, Inc. - Common Stock",Q,N,N,100
RNST,Renasant Corporation - Common Stock,Q,N,N,100
RNWK,"RealNetworks, Inc. - Common Stock",Q,N,N,100
ROBO,Robo-Stox Global Robotics and Automation Index ETF,G,N,N,100
ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,N,N,100
ROCM,Rochester Medical Corporation - Common Stock,G,N,N,100
ROIA,"Radio One, Inc. - Class A Common Stock",S,N,N,100
ROIAK,"Radio One, Inc. - Class D Common Stock",S,N,N,100
ROIC,Retail Opportunity Investments Corp. - Common Stock,Q,N,N,100
ROICU,Retail Opportunity Investments Corp. - Units,Q,N,N,100
ROICW,Retail Opportunity Investments Corp. - Warrants 10/23/2014,Q,N,N,100
ROIQU,ROI Acquisition Corp. II - Units,S,N,N,100
ROLL,RBC Bearings Incorporated - Common Stock,Q,N,N,100
ROMA,Roma Financial Corporation - Common Stock,Q,N,N,100
ROSE,Rosetta Resources Inc. - Common Stock,Q,N,N,100
ROSG,Rosetta Genomics Ltd. - ordinary shares,S,N,N,100
ROST,"Ross Stores, Inc. - Common Stock",Q,N,N,100
ROVI,Rovi Corporation - Common Stock,Q,N,N,100
ROYL,"Royale Energy, Inc. - Common Stock",S,N,N,100
RP,"RealPage, Inc. - Common Stock",Q,N,N,100
RPRX,Repros Therapeutics Inc. - Common Stock,S,N,N,100
RPRXW,Repros Therapeutics Inc. - Series A Warrant,S,N,N,100
RPRXZ,Repros Therapeutics Inc. - Series B warrant,S,N,N,100
RPTP,Raptor Pharmaceutical Corp. - Common Stock,G,N,N,100
RPXC,RPX Corporation - Common Stock,Q,N,N,100
RRD,R.R. Donnelley & Sons Company - Common Stock,Q,N,N,100
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100
RRST,RRSat Global Communications Network Ltd. - Ordinary Shares,Q,N,N,100
RSOL,"Real Goods Solar, Inc. - Class A Common Stock",S,N,N,100
RSTI,"Rofin-Sinar Technologies, Inc. - Common Stock",Q,N,N,100
RSYS,RadiSys Corporation - Common Stock,Q,N,N,100
RTEC,"Rudolph Technologies, Inc. - Common Stock",Q,N,N,100
RTIX,"RTI Surgical, Inc. - Common Stock",Q,N,N,100
RTK,"Rentech, Inc. - Common Stock",S,N,N,100
RUDR,VelocityShares Russia Select DR ETF,G,N,N,100
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100
RUTH,"Ruth's Hospitality Group, Inc. - Common Stock",Q,N,N,100
RVBD,"Riverbed Technology, Inc. - Common Stock",Q,N,N,100
RVLT,"Revolution Lighting Technologies, Inc. - Class A Common Stock",S,N,N,100
RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,100
RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,N,N,100
SAAS,"inContact, Inc. - Common Stock",S,N,N,100
SAEX,"SAExploration Holdings, Inc. - Common Stock",G,N,N,100
SAFM,"Sanderson Farms, Inc. - Common Stock",Q,N,N,100
SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,100
SAIA,"Saia, Inc. - Common Stock",Q,N,N,100
SAL,"Salisbury Bancorp, Inc. - Common Stock",S,N,N,100
SALE,"RetailMeNot, Inc. - Series 1 Common Stock",Q,N,N,100
SALM,Salem Communications Corporation - Class A Common Stock,G,N,N,100
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100
SANM,Sanmina Corporation - Common Stock,Q,N,N,100
SANW,S&W Seed Company - Common Stock,S,N,N,100
SANWZ,S&W Seed Company - Warrants Class B 04/23/2015,S,N,N,100
SAPE,Sapient Corporation - Common Stock,Q,N,N,100
SASR,"Sandy Spring Bancorp, Inc. - Common Stock",Q,N,N,100
SATS,EchoStar Corporation - common stock,Q,N,N,100
SAVE,"Spirit Airlines, Inc. - Common Stock",Q,N,N,100
SBAC,SBA Communications Corporation - Common Stock,Q,N,N,100
SBBX,Sussex Bancorp - Common Stock,G,N,N,100
SBCF,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100
SBFG,"SB Financial Group, Inc. - Common Stock",G,N,N,100
SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,N,N,100
SBLK,Star Bulk Carriers Corp. - Common Stock,Q,N,N,100
SBNY,Signature Bank - Common Stock,Q,N,N,100
SBNYW,Signature Bank - Warrants 12/12/2018,Q,N,N,100
SBRA,"Sabra Healthcare REIT, Inc. - Common Stock",Q,N,N,100
SBRAP,"Sabra Healthcare REIT, Inc. - 7.125% Preferred Series A (United States)",Q,N,N,100
SBSA,"Spanish Broadcasting System, Inc. - Class A Common Stock",S,N,N,100
SBSI,"Southside Bancshares, Inc. - Common Stock",Q,N,N,100
SBUX,Starbucks Corporation - Common Stock,Q,N,N,100
SCAI,"Surgical Care Affiliates, Inc. - Common Stock",Q,N,N,100
SCBT,"First Financial Holdings, Inc. - Common Stock",Q,N,N,100
SCHL,Scholastic Corporation - Common Stock,Q,N,N,100
SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,100
SCLN,"SciClone Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
SCMP,"Sucampo Pharmaceuticals, Inc. - Class A Common Stock",G,N,N,100
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc - Common Stock",S,N,N,100
SCON,Superconductor Technologies Inc. - Common Stock,S,N,N,100
SCOR,"comScore, Inc. - Common Stock",Q,N,N,100
SCSC,"ScanSource, Inc. - Common Stock",Q,N,N,100
SCSS,Select Comfort Corporation - Common Stock,Q,N,N,100
SCTY,SolarCity Corporation - Common Stock,G,N,N,100
SCVL,"Shoe Carnival, Inc. - Common Stock",Q,N,N,100
SEAC,"SeaChange International, Inc. - Common Stock",Q,N,N,100
SEED,Origin Agritech Limited - Common Stock,Q,N,N,100
SEIC,SEI Investments Company - Common Stock,Q,N,N,100
SENEA,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100
SENEB,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100
SEV,"Sevcon, Inc. - Common Stock",S,N,N,100
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100
SFLY,"Shutterfly, Inc. - Common Stock",Q,N,N,100
SFM,"Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100
SFNC,Simmons First National Corporation - Common Stock,Q,N,N,100
SFST,"Southern First Bancshares, Inc. - Common Stock",G,N,N,100
SFXE,"SFX Entertainment, Inc. - Common Stock",Q,N,N,100
SGC,"Superior Uniform Group, Inc. - Common Stock",G,N,N,100
SGEN,"Seattle Genetics, Inc. - Common Stock",Q,N,N,100
SGI,Silicon Graphics International Corp - Common Stock,Q,N,N,100
SGMA,"SigmaTron International, Inc. - Common Stock",S,N,N,100
SGMO,"Sangamo BioSciences, Inc. - Common Stock",Q,N,N,100
SGMS,Scientific Games Corp - Class A Common Stock,Q,N,N,100
SGNT,"Sagent Pharmaceuticals, Inc. - Common Stock",G,N,N,100
SGOC,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",S,N,N,100
SGRP,"SPAR Group, Inc. - Common Stock",S,N,N,100
SGYP,"Synergy Pharmaceuticals, Inc. - Common Stock",G,N,N,100
SGYPU,"Synergy Pharmaceuticals, Inc. - Unit",S,N,N,100
SGYPW,"Synergy Pharmaceuticals, Inc. - Warrants",S,N,N,100
SHBI,Shore Bancshares Inc - Common Stock,Q,N,N,100
SHEN,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100
SHFL,"SHFL entertainment, Inc. - Common Stock",Q,N,N,100
SHIP,Seanergy Maritime Holdings Corp - Common Stock,S,N,D,100
SHLD,Sears Holdings Corporation - Common Stock,Q,N,N,100
SHLM,"A. Schulman, Inc. - Common Stock",Q,N,N,100
SHLO,"Shiloh Industries, Inc. - Common Stock",G,N,N,100
SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100
SHOR,"ShoreTel, Inc. - Common Stock",Q,N,N,100
SHOS,"Sears Hometown and Outlet Stores, Inc. - Common Stock",S,N,N,100
SHPG,"Shire plc - American Depositary Shares, each representing three Ordinary Shares",Q,N,N,100
SIAL,Sigma-Aldrich Corporation - Common Stock,Q,N,N,100
SIBC,"State Investors Bancorp, Inc. - Common Stock",S,N,N,100
SIEB,Siebert Financial Corp. - Common Stock,S,N,N,100
SIFI,"SI Financial Group, Inc. - Common Stock",G,N,N,100
SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Q,N,N,100
SIGA,SIGA Technologies Inc. - Common Stock,G,N,N,100
SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,N,N,100
SIGM,"Sigma Designs, Inc. - Common Stock",Q,N,N,100
SILC,Silicom Ltd - Ordinary Shares,G,N,N,100
SIMG,"Silicon Image, Inc. - Common Stock",Q,N,N,100
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,100
SINA,Sina Corporation - Ordinary Shares,Q,N,N,100
SINO,"Sino-Global Shipping America, Ltd. - Common Stock",S,N,N,100
SIRI,Sirius XM Radio Inc. - Common Stock,Q,N,N,100
SIRO,"Sirona Dental Systems, Inc. - Common Stock",Q,N,N,100
SIVB,SVB Financial Group - Common Stock,Q,N,N,100
SIVBO,SVB Financial Group - 7% Cumulative Trust Preferred Securities - SVB Capital II,Q,N,N,100
SKBI,Skystar Bio-Pharmaceutical Company - Common Stock,S,N,N,100
SKUL,"Skullcandy, Inc. - Common Stock",Q,N,N,100
SKYW,"SkyWest, Inc. - Common Stock",Q,N,N,100
SKYY,First Trust ISE Cloud Computing Index Fund,G,N,N,100
SLAB,"Silicon Laboratories, Inc. - Common Stock",Q,N,N,100
SLGN,"Silgan Holdings, Inc. - Common Stock",Q,N,N,100
SLM,SLM Corporation - Common Stock,Q,N,N,100
SLMAP,"SLM Corporation - 6.97% Cumulative Redeemable Preferred Stock, Series A",Q,N,N,100
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,N,N,100
SLP,"Simulations Plus, Inc. - Common Stock",S,N,N,100
SLRC,Solar Capital Ltd. - Common Stock,Q,N,N,100
SLTC,"Selectica, Inc. - Common Stock",S,N,D,100
SLTM,"Solta Medical, Inc - Common Stock",Q,N,N,100
SLVO,Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes,G,N,N,100
SLXP,"Salix Pharmaceuticals, Ltd. - Common Stock",Q,N,N,100
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",G,N,N,100
SMCI,"Super Micro Computer, Inc. - Common Stock",Q,N,N,100
SMED,Sharps Compliance Corp - Common Stock,S,N,N,100
SMIT,"Schmitt Industries, Inc. - Common Stock",S,N,N,100
SMMF,"Summit Financial Group, Inc. - Common Stock",S,N,N,100
SMPL,Simplicity Bancorp Inc. - Common Stock,Q,N,N,100
SMRT,"Stein Mart, Inc. - Common Stock",Q,N,N,100
SMSI,"Smith Micro Software, Inc. - Common Stock",Q,N,N,100
SMT,SMART Technologies Inc. - Class A Subordinate Voting Shares,Q,N,N,100
SMTC,Semtech Corporation - Common Stock,Q,N,N,100
SMTX,SMTC Corporation - Common Stock,G,N,N,100
SNAK,"Inventure Foods, Inc. - Common Stock",G,N,N,100
SNBC,"Sun Bancorp, Inc. - Common Stock",Q,N,N,100
SNCR,"Synchronoss Technologies, Inc. - Common Stock",Q,N,N,100
SNDK,SanDisk Corporation - Common Stock,Q,N,N,100
SNFCA,Security National Financial Corporation - Class A Common Stock,G,N,N,100
SNHY,Sun Hydraulics Corporation - Common Stock,Q,N,N,100
SNMX,"Senomyx, Inc. - Common Stock",G,N,N,100
SNPS,"Synopsys, Inc. - Common Stock",Q,N,N,100
SNSS,"Sunesis Pharmaceuticals, Inc. - Common Stock",S,N,N,100
SNTA,Synta Pharmaceuticals Corp. - Common Stock,G,N,N,100
SNTS,"Santarus, Inc. - Common Stock",Q,N,N,100
SOCB,Southcoast Financial Corporation - Common Stock,G,N,N,100
SOCL,Global X Social Media Index ETF,G,N,N,100
SODA,SodaStream International Ltd. - Ordinary Shares,Q,N,N,100
SOFO,"Sonic Foundry, Inc. - Common Stock",S,N,N,100
SOHO,Sotherly Hotels Inc. - Common Stock,G,N,N,100
SOHOL,Sotherly Hotels LP - 8.00% Senior Unsecured Notes Due 2018,G,N,N,100
SOHU,Sohu.com Inc. - Common Stock,Q,N,N,100
SONA,"Southern National Bancorp of Virginia, Inc. - Common Stock",G,N,N,100
SONC,Sonic Corp. - Common Stock,Q,N,N,100
SONS,"Sonus Networks, Inc. - Common Stock",Q,N,N,100
SORL,"SORL Auto Parts, Inc. - Common Stock",G,N,N,100
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,G,N,N,100
SPAN,"Span-America Medical Systems, Inc. - Common Stock",G,N,N,100
SPAR,"Spartan Motors, Inc. - Common Stock",Q,N,N,100
SPBC,"SP Bancorp, Inc. - Common Stock",S,N,N,100
SPCB,"SuperCom, Ltd. - Ordinary Shares",S,N,N,100
SPCHA,"Sport Chalet, Inc. - Class A Common Stock",G,N,N,100
SPCHB,"Sport Chalet, Inc. - Class B Common Stock",G,N,N,100
SPDC,"Speed Commerce, Inc. - Common Stock",G,N,N,100
SPEX,Spherix Incorporated - Common Stock,S,N,N,100
SPHS,"Sophiris Bio, Inc. - Common Shares",G,N,N,100
SPIL,"Siliconware Precision Industries Company, Ltd. - ADS represents common shares",Q,N,N,100
SPLK,Splunk Inc. - Common Stock,Q,N,N,100
SPLS,"Staples, Inc. - Common Stock",Q,N,N,100
SPNC,The Spectranetics Corporation - Common Stock,Q,N,N,100
SPNS,Sapiens International Corporation N.V. - Common Shares,S,N,N,100
SPPI,"Spectrum Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
SPPR,"Supertel Hospitality, Inc. - Common Stock",G,N,N,100
SPPRO,"Supertel Hospitality, Inc. - Series B Cumulative Preferred Stock",G,N,N,100
SPPRP,"Supertel Hospitality, Inc. - Series A Convertible Preferred Stock",G,N,N,100
SPRD,"Spreadtrum Communications, Inc. - American Depositary Share represents three Ordinary Shares",Q,N,N,100
SPRO,SmartPros Ltd. - Common Stock,S,N,N,100
SPRT,"support.com, Inc. - Common Stock",Q,N,N,100
SPSC,"SPS Commerce, Inc. - Common Stock",Q,N,N,100
SPTN,"Spartan Stores, Inc. - Common Stock",Q,N,N,100
SPU,"SkyPeople Fruit Juice, Inc. - Common Stock",G,N,N,100
SPWR,SunPower Corporation - Common Stock,Q,N,N,100
SQBG,"Sequential Brands Group, Inc. - Common Stock",S,N,N,100
SQI,"SciQuest, Inc. - Common Stock",Q,N,N,100
SQNM,"Sequenom, Inc. - Common Stock",Q,N,N,100
SQQQ,ProShares UltraPro Short QQQ,G,N,N,100
SRCE,1st Source Corporation - Common Stock,Q,N,N,100
SRCL,"Stericycle, Inc. - Common Stock",Q,N,N,100
SRDX,"SurModics, Inc. - Common Stock",Q,N,N,100
SREV,"ServiceSource International, Inc. - Common Stock",Q,N,N,100
SRNE,"Sorrento Therapeutics, Inc. - Common Stock",S,N,N,100
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",G,N,N,100
SSBI,Summit State Bank - Common Stock,G,N,N,100
SSFN,Stewardship Financial Corp - Common Stock,S,N,N,100
SSH,Sunshine Heart Inc - Common Stock,S,N,N,100
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",Q,N,N,100
SSRI,Silver Standard Resources Inc. - Common Stock,Q,N,N,100
SSYS,"Stratasys, Ltd. - Common Stock",Q,N,N,100
STAA,STAAR Surgical Company - Common Stock,G,N,N,100
STAN,Standard Parking Corporation - common stock,Q,N,N,100
STB,Student Transportation Inc - Common shares,Q,N,N,100
STBA,"S&T Bancorp, Inc. - Common Stock",Q,N,N,100
STBZ,State Bank Financial Corporation. - Common Stock,S,N,N,100
STCK,"Stock Building Supply Holdings, Inc. - Common Stock",Q,N,N,100
STEI,"Stewart Enterprises, Inc. - Class A Common Stock",Q,N,N,100
STEL,StellarOne Corporation - Common Stock,Q,N,N,100
STEM,"StemCells, Inc. - Common Stock",S,N,N,100
STFC,State Auto Financial Corporation - Common Stock,Q,N,N,100
STKL,"SunOpta, Inc. - Common Stock",Q,N,N,100
STLD,"Steel Dynamics, Inc. - Common Stock",Q,N,N,100
STLY,"Stanley Furniture Company, Inc. - Common Stock",Q,N,N,100
STML,"Stemline Therapeutics, Inc. - Common Stock",S,N,N,100
STMP,Stamps.com Inc. - Common Stock,Q,N,N,100
STNR,Steiner Leisure Limited - Common Shares,Q,N,N,100
STRA,"Strayer Education, Inc. - Common Stock",Q,N,N,100
STRL,Sterling Construction Company Inc - Common Stock,Q,N,N,100
STRM,"Streamline Health Solutions, Inc. - Common Stock",S,N,N,100
STRN,Sutron Corporation - Common Stock,S,N,N,100
STRS,"Stratus Properties, Inc. - Common Stock",Q,N,N,100
STRT,Strattec Security Corporation - Common Stock,G,N,N,100
STRZA,Starz - Series A Common Stock,Q,N,N,100
STRZB,Starz - Series B Common Stock,Q,N,N,100
STSA,Sterling Financial Corporation - Common Stock,S,N,N,100
STSI,"Star Scientific, Inc. - Common Stock",G,N,N,100
STX,Seagate Technology. - Common Stock,Q,N,N,100
STXS,"Stereotaxis, Inc. - Common Stock",S,N,N,100
STXSR,"Stereotaxis, Inc. - Rights",S,N,N,100
SUBK,Suffolk Bancorp - Common Stock,Q,N,N,100
SUMR,"Summer Infant, Inc. - Common Stock",S,N,N,100
SUNS,Solar Senior Capital Ltd. - Common Stock,Q,N,N,100
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",G,N,N,100
SUPX,"Supertex, Inc. - Common Stock",Q,N,N,100
SURG,"Synergetics USA, Inc. - Common Stock",S,N,N,100
SUSQ,"Susquehanna Bancshares, Inc. - Common Stock",Q,N,N,100
SUTR,Sutor Technology Group Limited - Common Stock,S,N,N,100
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Q,N,N,100
SVBI,Severn Bancorp Inc - Common Stock,S,N,N,100
SVVC,"Firsthand Technology Value Fund, Inc. - Common Stock",G,N,N,100
SWHC,Smith & Wesson Holding Corporation - Common Stock,Q,N,N,100
SWIR,"Sierra Wireless, Inc. - Common Stock",Q,N,N,100
SWKS,"Skyworks Solutions, Inc. - Common Stock",Q,N,N,100
SWSH,"Swisher Hygiene, Inc. - Common Stock",Q,N,D,100
SYBT,"S.Y. Bancorp, Inc. - Common Stock",Q,N,N,100
SYBTP,"S.Y. Bancorp, Inc. - Cumulative Trust Preferred Stock",Q,N,N,100
SYKE,"Sykes Enterprises, Incorporated - Common Stock",Q,N,N,100
SYMC,Symantec Corporation - Common Stock,Q,N,N,100
SYMM,"Symmetricom, Inc. - Common Stock",Q,N,N,100
SYMX,"Synthesis Energy Systems, Inc. - Common Stock",G,N,D,100
SYNA,Synaptics Incorporated - Common Stock,Q,N,N,100
SYNC,"Synacor, Inc. - Common Stock",G,N,N,100
SYNL,Synalloy Corporation - Common Stock,G,N,N,100
SYNM,Syntroleum Corporation - Common Stock,S,N,N,100
SYNT,"Syntel, Inc. - Common Stock",Q,N,N,100
SYPR,"Sypris Solutions, Inc. - Common Stock",G,N,N,100
SYUT,"Synutra International, Inc. - Common Stock",Q,N,N,100
SZYM,"Solazyme, Inc. - Common Stock",Q,N,N,100
TACT,TransAct Technologies Incorporated - Common Stock,G,N,N,100
TAIT,Taitron Components Incorporated - Class A Common Stock,S,N,N,100
TASR,"TASER International, Inc. - Common Stock",Q,N,N,100
TAST,"Carrols Restaurant Group, Inc. - Common Stock",Q,N,N,100
TATT,TAT Technologies Ltd. - Ordinary Shares,G,N,N,100
TAX,JTH Holding Inc. D/B/A Liberty Tax Service - Class A Common Stock,G,N,N,100
TAXI,Medallion Financial Corp. - Common Stock,Q,N,N,100
TAYC,"Taylor Capital Group, Inc. - Common Stock",Q,N,N,100
TAYCO,"Taylor Capital Group, Inc. - Perpetual Non Cumulative Pfd Sh",Q,N,N,100
TAYCP,"Taylor Capital Group, Inc. - TAYC Capital Trust I - 9.75% Preferred Securities",Q,N,N,100
TAYD,"Taylor Devices, Inc. - Common Stock",S,N,N,100
TBAC,"Tandy Brands Accessories, Inc. - Common Stock",S,N,D,100
TBBK,"The Bancorp, Inc. - Common Stock",Q,N,N,100
TBNK,Territorial Bancorp Inc. - Common Stock,Q,N,N,100
TBOW,Trunkbow International Holdings Ltd. - Common Stock,G,N,N,100
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",Q,N,N,100
TCBIL,"Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042",Q,N,N,100
TCBIP,"Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A",Q,N,N,100
TCBIW,"Texas Capital Bancshares, Inc. - Warrants 01/16/2019",Q,N,N,100
TCBK,TriCo Bancshares - Common Stock,Q,N,N,100
TCCO,Technical Communications Corporation - Common Stock,S,N,N,100
TCFC,The Community Financial Corporation - Common Stock,S,N,N,100
TCPC,TCP Capital Corp. - Common Stock,Q,N,N,100
TCRD,"THL Credit, Inc. - Common Stock",Q,N,N,100
TDIV,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technology Dividend Index Fund,G,N,N,100
TEAR,TearLab Corporation - Common Stock,S,N,N,100
TECD,Tech Data Corporation - Common Stock,Q,N,E,100
TECH,Techne Corporation - Common Stock,Q,N,N,100
TECUA,Tecumseh Products Company - Class A Common Stock,Q,N,N,100
TECUB,Tecumseh Products Company - Class B Common Stock,Q,N,N,100
TELK,"Telik, Inc. - Common Stock",S,N,N,100
TESO,Tesco Corporation - Common Stock,Q,N,N,100
TESS,TESSCO Technologies Incorporated - Common Stock,Q,N,N,100
TFCO,"Tufco Technologies, Inc. - Common Stock",S,N,N,100
TFM,"The Fresh Market, Inc. - Common Stock",Q,N,N,100
TFSL,TFS Financial Corporation - Common Stock,Q,N,N,100
TGA,Transglobe Energy Corp - Ordinary Shares,Q,N,N,100
TGE,"TGC Industries, Inc. - Common Stock",Q,N,N,100
TGTX,"TG Therapeutics, Inc. - Common Stock",S,N,N,100
THFF,First Financial Corporation Indiana - Common Stock,Q,N,N,100
THLD,"Threshold Pharmaceuticals, Inc. - Common Stock",S,N,N,100
THOR,Thoratec Corporation - Common Stock,Q,N,N,100
THRD,TF Financial Corporation - Common Stock,G,N,N,100
THRM,Gentherm Inc - Common Stock,Q,N,N,100
THRX,"Theravance, Inc. - Common Stock",Q,N,N,100
THST,"Truett-Hurst, Inc. - Class A Common Stock",S,N,N,100
THTI,"THT Heat Transfer Technology, Inc. - Common Stock",S,N,N,100
TIBX,"TIBCO Software, Inc. - Common Stock",Q,N,N,100
